temperature,humidity,ph,rainfall,soil Type
16.24469193,21.35793891,5.591704014,66.97053257,lime soil
21.32776028,18.48522915,5.866744372,109.1013261,Loam
18.87492997,20.18238348,5.97229163,134.1811718,sandy
19.04380471,33.10695144,6.12166671,155.3705624,sandy
31.08564994,66.68832981,6.242052013,175.9303271,silt
28.36291385,88.00989267,6.487124217,43.05130077,silt
33.50876355,45.70976142,7.322097972,126.6738117,Loam
28.92952635,53.57014709,9.679240873,66.35634104,silt
26.88630675,41.69617915,4.750929218,94.46748008,lime soil
20.61162204,24.36314135,5.792744849,69.63833855,Loam
20.53052663,18.09224048,5.824090984,120.4509288,Loam
26.01630259,49.94704718,5.906596905,160.3337447,Loam
34.93174223,30.40046769,6.345806011,159.2649827,silt
29.16174608,80.28038146,6.715276663,40.16545979,Clay
28.08657178,80.35005927,6.760694228,38.14476781,Clay
28.6362812,84.61431076,6.790736339,48.48319335,Clay
24.21610338,59.79236306,8.869532817,42.24783476,silt
26.33908791,40.00933429,5.545219232,55.50429227,lime soil
22.47253208,62.56532471,5.667419697,96.74706956,Loam
18.31357543,24.32991649,5.698371311,76.14153904,Loam
19.6365349,19.68751084,5.821649914,96.65888933,Loam
22.95458237,24.03553105,5.858617867,107.7315386,Loam
28.2753171,82.76020821,6.397636709,56.04995423,silt
20.5591255,60.54880693,6.655918078,191.0895109,Clay
31.2123945,40.92604945,8.532078733,53.78769958,silt
25.50634557,44.8302551,9.926212291,74.32635105,silt
31.21629982,46.01868196,3.808429173,53.1205277,lime soil
28.09568993,60.9835384,4.61136408,33.84110759,lime soil
20.57341244,19.7520218,5.711439256,87.87869161,Loam
29.50523036,35.72032498,6.216814453,187.8961851,silt
28.62911222,89.1148059,6.218923893,50.49913241,silt
27.93034941,85.42058715,7.011030515,43.25095608,Alluvial
28.3340432,80.77275974,7.034214276,38.7976407,Alluvial
20.43517772,39.37252634,4.747352458,137.2279662,lime soil
27.04453473,49.32609633,5.49091063,48.25207759,lime soil
19.30607278,23.96362799,5.591560999,129.3449326,lime soil
28.88302142,50.12323801,5.70951224,179.2155874,Loam
30.11812084,34.13307843,5.719889876,157.0858232,Loam
20.12373284,24.45202552,5.783425416,106.158201,Loam
21.80619564,18.57086554,5.945465949,125.0972687,sandy
31.96987867,57.17377029,6.276004336,64.25520357,silt
29.66461594,84.28187572,6.377568542,56.09542002,silt
27.77076285,87.09979549,6.402926221,49.50812624,silt
27.41503453,80.98004661,6.91380932,40.53173216,Red Soil
29.89232778,89.71503316,7.165121109,42.99498978,Loam
30.88482722,41.36561835,7.661537348,55.053805,Loam
30.39321309,60.16299493,7.699200949,35.37493212,Loam
21.0643684,55.46985938,5.624731338,184.6226709,Loam
21.18853178,19.63438599,5.728233081,137.1948633,Loam
19.54284889,66.34777265,6.151029296,173.1106982,silt
29.83040388,89.30428305,6.32400451,58.86687093,silt
28.17432665,81.04554836,6.828187499,36.35720652,Clay
28.7275267,89.12760359,7.069747814,58.52974279,Alluvial
28.60901145,86.99495766,7.155685016,36.94616965,Loam
30.99256944,43.02151392,8.0344125,58.27600682,silt
28.70012137,44.359648,3.828031463,44.11622138,lime soil
26.85911286,41.81420849,5.131779302,44.13827124,lime soil
18.62328774,23.02410338,5.532100554,135.3378033,lime soil
21.14011423,22.7182355,5.606620346,141.6056722,lime soil
19.9191786,21.47324158,5.74644777,82.68554379,Loam
29.61253065,63.04749127,5.80428611,50.1978269,Loam
23.89756791,22.74378977,5.940546818,112.6616435,sandy
19.52226241,24.92607153,5.951177452,113.334026,sandy
27.65280218,89.80650642,6.459252023,56.52558045,silt
29.37735586,44.82294584,6.842744374,172.40168,Clay
27.33684386,88.50229102,7.033012777,51.09802625,Alluvial
28.52396666,55.77264351,7.39389918,61.32935611,Loam
26.34043268,55.59160391,8.016210782,35.1051197,clay
19.33162606,24.13995025,5.655726817,68.51253427,Loam
18.358923,19.37703396,5.717143397,138.414764,Loam
16.06522754,18.72479695,5.99812453,88.06638775,sandy
28.99319096,62.85948245,8.183844843,70.4713043,clay
30.5753044,34.75591197,5.384762927,177.5764304,lime soil
30.50420876,35.48885969,5.391560418,162.5927723,lime soil
17.13692774,20.59541693,5.68597166,128.256862,Loam
24.32116642,21.0278674,5.821194486,60.27552528,Loam
17.30844532,20.01730914,5.86390397,115.199245,Loam
29.21780035,87.93724219,6.54450214,43.1386631,silt
28.30041493,86.20681554,6.86308576,50.47333854,Clay
30.55992394,35.29006485,6.979540061,178.8998611,Red Soil
30.53684308,59.96664731,4.605700542,33.48919022,lime soil
23.82576704,24.75485098,5.624690248,84.64143632,Loam
19.56376468,24.67385131,5.690065688,139.2921004,Loam
21.35135729,22.91244883,5.779090476,146.4548645,Loam
24.54757829,57.3414485,6.436160044,118.3606557,silt
27.96235681,83.97586797,6.581351374,48.9366954,silt
29.8757015,83.14796296,6.623438282,40.12044158,silt
18.39759147,36.82639309,6.624966131,93.12330644,silt
29.24598976,84.80084105,6.991242362,53.43228915,Red Soil
29.12939524,88.48312598,7.085982325,36.45012824,Alluvial
27.33580911,55.27755933,8.050304395,73.44775287,silt
24.20422636,61.43378674,7.224193642,46.0203959,Loam
29.97604322,57.03184356,8.35495812,44.86052932,clay
31.01963639,49.9767522,3.532008668,32.81296548,lime soil
18.41645629,34.80541039,4.684079249,163.2747473,lime soil
18.33124824,38.40975482,4.946369874,139.6483317,lime soil
24.80467592,40.1242747,5.6093956,121.5639121,Loam
18.50692825,23.61670065,5.679224346,87.0513289,Loam
19.54314136,47.19188279,6.413543781,192.4372194,silt
31.48469278,35.6395615,6.574209678,100.546816,silt
31.24021696,56.67369054,7.339320929,122.0146733,Loam
33.80020039,40.03262418,7.445444883,176.6165894,Loam
28.50677929,45.20094476,3.793575185,66.1761456,lime soil
30.06142622,45.90067655,5.498340808,41.0550915,lime soil
20.76952209,18.93146941,5.568456899,109.0193712,lime soil
31.2192752,56.46868874,5.611510977,129.2028653,Loam
19.50112224,34.51086611,5.632353113,197.3752649,Loam
21.02213209,24.93896255,5.662699104,124.6118471,Loam
24.51324787,20.81527638,5.670062975,64.19497947,Loam
18.4167001,23.42829938,5.689858133,132.9801054,Loam
19.88394011,20.31564139,5.789214289,60.91974792,Loam
27.94293692,45.41393636,5.9565851,69.66289997,sandy
36.75087487,58.25799145,6.07938452,124.6028153,sandy
27.88352946,86.45147631,6.364967184,44.64407105,silt
28.06642822,85.91625451,6.42937879,39.23831035,silt
31.12896766,43.58788762,6.455592696,32.76742894,silt
30.97758716,32.24914235,7.161797643,180.716828,Loam
21.47607807,38.80023714,4.962661422,180.382234,lime soil
24.9035819,22.27512704,5.70836603,146.4727237,Loam
20.27514686,23.2353604,5.877347515,139.7521543,Loam
21.9989826,56.31006755,6.98571967,136.8274312,Red Soil
24.01825377,53.76623369,7.214078621,35.03404425,Loam
26.80474415,48.23991436,3.5253661,43.87801983,lime soil
18.09551014,18.29318436,5.625096446,144.7902323,Loam
20.65375833,23.10538637,5.967533236,67.71768947,sandy
25.44689075,58.55363573,6.16496284,57.04826619,silt
27.8640132,80.4513142,6.852884643,42.83053902,Clay
27.11030369,83.64274107,6.883308033,49.11964582,Clay
29.2808618,81.8009244,6.890156495,44.47427436,Clay
27.43329405,87.80507732,7.18530147,54.73367631,Loam
23.6734328,47.2879691,7.342409555,141.1250722,Loam
29.93964907,54.61813464,4.626212446,45.43669946,lime soil
36.04353699,43.61444121,4.759490199,159.8938645,lime soil
34.87248659,38.83786012,5.180271502,148.2502786,lime soil
19.24462755,50.54495302,5.671419084,180.6465282,Loam
23.44260668,22.77255917,5.934136378,107.4137246,Loam
16.03768615,22.33195853,5.976312538,130.3900798,sandy
18.17234999,14.70085967,6.358740355,90.7760707,silt
27.3254209,69.09047809,6.726469088,61.19250859,Clay
28.17458662,83.69659318,6.770955317,37.2464655,Clay
29.65052947,42.89833235,6.876572503,186.9226052,Clay
29.5888162,89.9939693,6.904587016,54.96121262,Red Soil
29.27308605,89.4875022,7.073048264,50.9246554,Alluvial
29.57329479,88.07505524,7.199495368,45.04467075,Loam
36.00415838,56.01334416,7.313517308,134.8596466,Loam
29.36358721,64.98742947,7.366542647,61.91208707,Loam
32.47648301,64.34848735,7.397190844,65.820457,Loam
18.54988627,16.02542689,7.64867466,76.32565249,Loam
30.99694676,46.42693735,9.406887533,38.31597852,clay
27.10508014,63.56791363,5.794289715,62.20279647,Loam
15.77370214,19.2303162,5.979973965,108.3441414,sandy
29.49096726,67.10604388,6.471862118,153.2504506,silt
29.75538903,86.45193297,6.637677489,37.54602719,silt
29.36488409,89.1886954,6.679127482,48.30159325,Clay
25.09737391,67.72837887,6.859409487,74.61649888,Clay
27.16159076,66.76017239,6.92009048,69.85112265,Red Soil
28.14448546,82.1193047,7.064782138,46.75690086,Alluvial
27.06909959,86.89934108,7.12851089,50.46746116,Alluvial
27.06179658,52.3003173,7.388007483,60.74583498,Loam
28.23494706,61.5620517,3.71105919,72.66666443,lime soil
27.32220619,51.27868781,4.371745575,36.5037914,lime soil
25.42517036,53.2208266,4.52363558,46.19374559,lime soil
34.6455408,54.32342534,4.828936119,180.9009998,lime soil
18.15300153,19.38602098,5.509295379,107.6907964,lime soil
18.23775702,21.07643273,5.515615023,69.44951585,lime soil
18.78226261,20.24768314,5.630664753,104.2570723,Loam
23.00884744,18.86880997,5.669560726,100.118612,Loam
21.42451099,20.39659714,5.912289889,116.5206923,Loam
24.30935081,56.32938343,6.030447288,58.99536268,sandy
17.16606398,14.42457525,6.204090835,72.32667516,silt
18.86805647,15.65809214,6.391173589,88.51048983,silt
19.48974337,17.17260319,6.4740245,87.51312796,silt
27.62749466,86.49366929,6.605733068,39.26137642,silt
28.56149805,83.63802195,6.689825155,41.013132,Clay
29.87888063,87.32761241,6.89077995,44.75215854,Clay
18.8392908,14.74071856,7.811997977,94.78189594,black
25.54249137,56.96640758,7.887658711,48.46797044,black
30.58139475,50.77148138,8.18422855,64.58559639,silt
17.84851658,19.09172907,8.621662982,76.32470713,clay
27.96583691,61.34900107,8.639586199,70.10472076,silt
28.56800579,57.30636014,8.66077954,64.53027638,silt
21.01142393,69.69141302,5.111488821,185.2039114,lime soil
24.17093241,58.25204566,5.243634849,59.18953429,lime soil
26.4908332,47.36534833,5.414492777,36.99362831,lime soil
16.51783455,20.4555596,5.609435128,98.77794225,Loam
23.0429097,22.42610972,5.833940084,108.3684316,Loam
21.98560799,24.87304788,5.852046999,129.5650601,Loam
27.8262623,88.73100226,6.320768488,56.68833819,silt
29.25649321,81.97952224,6.86483915,42.02483277,Clay
19.02061277,17.13159126,6.920251378,79.92698081,Red Soil
28.77653519,86.69133979,6.983130466,56.12443206,Red Soil
31.07508973,47.19847683,7.077170002,91.31256412,Alluvial
28.77833449,44.2252605,7.991902443,33.95825723,black
18.97424756,19.5161216,8.490127142,80.7108745,silt
31.46511256,51.79939437,8.985348193,74.44330654,clay
19.63736208,32.31528909,4.608695247,176.4134092,lime soil
19.3479443,55.96805489,4.681576043,194.5921148,lime soil
19.14729038,45.3733757,5.517208078,132.7748215,lime soil
20.120043,22.89845607,5.618844277,104.6252153,Loam
16.71170642,19.17651433,5.635993966,96.77285817,Loam
30.573999,58.22686794,5.818219385,62.74803826,Loam
26.85851927,48.8246387,5.952384957,34.7426459,sandy
28.95451232,89.07866095,6.421271178,57.65901369,silt
28.22471276,82.35916228,6.428054409,44.01206619,silt
18.19903647,17.41333199,6.545888558,80.6405403,silt
17.30287885,15.15405941,6.64919573,75.57790384,silt
29.8596912,80.03499648,6.666380512,50.66487502,Clay
24.47876451,58.51663927,8.202706015,34.96933295,silt
33.15122581,32.45974539,4.807776749,105.0380275,lime soil
15.78601387,21.14544088,5.502999119,95.17028129,lime soil
15.33042636,24.91506728,5.56503533,135.3315583,lime soil
17.15432954,19.87070659,5.566522896,87.99669731,lime soil
19.63474332,18.90705639,5.759237003,106.3598183,Loam
21.63149148,21.17919701,5.887263027,134.3649948,Loam
27.73329078,81.13903037,6.248900919,44.17580911,silt
28.438097,83.48991368,6.267684328,52.55469976,silt
29.06631494,83.6869203,6.626629798,43.95183726,silt
33.86351172,68.59232289,6.880245789,69.24464096,Clay
27.65472156,58.59986279,6.974978386,36.94255012,Red Soil
26.73433965,68.13999721,7.040056094,67.15096376,Alluvial
28.49538735,60.44848407,7.187721818,74.91559514,Loam
17.48042641,15.7559405,7.228963452,66.96980581,Loam
31.74105409,68.63525428,7.241148507,62.3061735,Loam
20.09340593,15.11279612,7.701446446,85.74904898,Loam
28.90245417,43.35365671,8.923095695,71.90018566,clay
25.5042419,61.66852372,9.392694614,65.07981523,clay
27.77799528,54.82130787,9.45949344,50.28438729,silt
28.76794904,37.57792132,4.674941549,91.72084869,lime soil
29.98835437,49.60384796,4.931890506,52.92929636,lime soil
31.33170829,57.97429171,4.946263888,161.7820226,lime soil
25.95058595,40.58227261,5.16516459,109.1821183,lime soil
19.32509638,23.3334788,5.581021521,104.7783947,lime soil
36.97794384,37.73992903,5.642813116,161.4812963,Loam
17.84806561,18.77621951,5.949949081,143.0984171,sandy
27.3179125,51.66921088,6.005242945,32.55919573,sandy
28.5474135,88.9570454,6.27258822,49.4897245,silt
17.08498521,16.14565756,7.528599957,71.31007253,Loam
28.76488954,52.62741529,7.792508068,55.21606732,chalk
28.00937423,52.60950014,4.397698806,36.01203025,lime soil
33.30711818,67.07780816,5.266227032,108.5090168,lime soil
20.16080524,24.84207559,5.514927264,138.2362122,lime soil
19.25975367,20.51346956,5.542690119,94.9533526,lime soil
20.93409877,21.1893007,5.562201934,133.1914419,lime soil
20.10993761,23.22323766,5.59503163,73.36386477,lime soil
19.07096165,21.21092266,5.788386951,86.21917578,Loam
21.81167649,23.20591245,5.794158504,130.0608093,Loam
19.91853092,20.70099804,5.833010958,108.6434544,Loam
24.69487673,59.96669215,5.859813416,91.95792434,Loam
31.70447482,56.85420099,5.875333778,44.94317432,Loam
17.91652287,24.90814655,5.932323085,69.14681022,Loam
19.92889503,21.79992115,5.961934481,64.02640797,sandy
27.33534897,43.35795962,6.09186275,142.3303677,sandy
19.12829388,14.92241479,6.289614016,89.61857826,silt
17.06579293,17.54024066,6.307004923,70.87150577,silt
28.98039357,57.23265151,6.347929353,120.7435664,silt
29.2114218,87.11497805,6.41874299,51.53848218,silt
18.19737048,14.71070537,6.576415562,70.18185181,silt
27.84026517,89.99615558,7.063022095,52.84626009,Alluvial
31.46417866,48.17631461,7.064973419,165.405354,Alluvial
23.45379018,46.48714759,7.10959773,150.8712202,Alluvial
19.16288268,15.83500655,7.354973451,82.69766829,Loam
32.84213012,68.68401492,7.543804223,73.67166182,Loam
19.72702528,18.28173015,5.748190463,143.7630894,Loam
19.62207826,18.67170854,5.809419584,144.1567454,Loam
21.53989176,24.25386207,5.99616119,120.6913038,sandy
24.7741949,50.54621094,6.007508163,114.2821387,sandy
17.47500984,16.54314829,6.18042747,93.35034262,silt
18.72963144,19.18197264,6.481783043,71.58010169,silt
29.65021184,80.29868321,6.489259136,56.76278363,silt
20.56601874,14.25803981,6.654425315,83.75937135,silt
29.008124,84.96089355,6.664187809,45.91011391,Clay
30.90607799,52.79913039,7.05181629,170.9919828,Alluvial
29.53037621,86.73346018,7.156563094,59.87232071,Loam
18.01272266,18.30968112,8.753795334,81.98568791,clay
25.16125354,55.25435777,9.254089438,40.89732789,silt
30.47757686,61.58245338,9.416003106,61.86633917,clay
24.1638445,19.27907819,5.82738029,116.7324324,Loam
25.60973447,50.7330069,5.87707519,53.39249517,Loam
19.95991719,59.33157782,5.982854523,195.787103,sandy
28.43683487,87.91332682,6.583381939,43.12063289,silt
23.17409556,36.67847052,6.962386495,162.5931264,Red Soil
19.62416326,18.71483156,7.064790365,88.4585692,Alluvial
28.28511547,88.4393979,7.130278657,48.56690235,Alluvial
17.50361137,15.48083156,7.778591618,72.9446671,chalk
27.78031515,54.65030015,8.153022903,32.05025323,clay
30.04132304,63.56222995,8.620107545,31.83192392,silt
31.49398069,62.84916863,8.86979671,64.56807592,silt
28.87667593,62.4901206,5.457871273,182.2688175,lime soil
23.60506572,21.90539577,5.525904526,100.5978728,lime soil
24.83206631,44.17085032,5.88509677,52.0810886,Loam
19.41789736,16.80472243,6.408437886,68.4951189,silt
29.73013036,82.89166381,6.442335593,50.91511275,silt
30.33276599,42.35249879,6.446091759,149.299952,silt
33.8642935,61.57072498,6.573531614,68.02199825,silt
20.71424384,15.27824066,7.103798069,76.77888672,Alluvial
29.89129144,80.14487166,7.120032489,54.7960127,Alluvial
20.26942271,19.96978871,7.313122235,69.64449182,Loam
32.88733849,64.59457409,7.70650895,71.50569456,Loam
31.46846241,35.39454002,5.661826398,174.5723999,Loam
15.46789263,21.43780702,5.824208309,88.88796102,Loam
28.69180475,49.47225353,5.833031708,96.36222901,Loam
22.91350245,21.33953114,5.873171894,109.225556,Loam
23.18864385,22.3104551,5.902033406,63.38208822,Loam
29.40889385,86.16063492,6.365513634,53.35486977,silt
28.7420098,85.81675947,6.452006451,48.54598575,silt
20.88818675,14.32313811,6.492546046,90.46228334,silt
28.88078945,86.94206817,6.594739424,53.79732545,silt
27.23924995,86.404241,6.713410626,37.31236904,Clay
27.11026483,84.96771717,7.121571293,51.52617423,Alluvial
27.53592929,85.5701901,7.196774236,53.01899249,Loam
20.8248451,17.85057083,7.599279991,79.20509212,Loam
30.30260453,47.18283631,7.707595055,68.04039813,Loam
18.8202251,16.1074793,8.204862075,89.73119396,silt
17.57212145,14.99927489,8.519975748,89.31050665,silt
31.99928579,54.1077461,5.270749441,71.6266696,lime soil
24.62835037,18.18325169,5.514234138,149.7441028,lime soil
15.53834801,23.75560241,5.695422863,107.3850593,Loam
23.90910104,20.74619325,5.706198621,81.60211243,Loam
20.45078582,15.40312102,5.988992796,92.68373702,sandy
26.45707778,56.40226277,5.993513566,64.16167699,sandy
20.89342749,46.24856523,6.208843215,195.5697875,silt
20.62767492,14.44008871,6.403982316,92.06630306,silt
27.38538997,88.66663953,6.702772465,58.29933073,Clay
28.6899851,87.50436797,6.769415888,44.56598352,Clay
34.9466155,65.26774011,7.162357641,70.1415139,Loam
28.63618921,61.39451307,7.702287236,68.54877876,Loam
19.69141713,19.44225438,8.829273328,91.76071648,silt
20.04611791,48.93905624,4.567446499,122.4564203,lime soil
35.45790488,68.75810535,5.269504214,108.6333046,lime soil
22.64236876,21.59396123,5.946999529,122.3886015,sandy
29.23540524,59.38967583,5.985792703,103.3301803,sandy
28.95172351,81.67085323,6.510840928,56.51103293,silt
27.89636126,88.71782287,6.78415271,57.79863368,Clay
27.92678579,86.5543196,7.183189922,43.4826194,Loam
19.46210401,18.72831993,7.217018459,68.81405149,Loam
24.86803974,48.27531965,8.621514073,63.9187654,clay
33.4126864,35.42910045,4.548202098,139.6702541,lime soil
23.50222822,51.29019509,4.760038039,192.3023991,lime soil
31.2119298,41.55934359,5.026003659,68.80141783,lime soil
17.66148158,18.15302753,5.635231778,100.6711761,Loam
20.12574053,24.96969858,5.659254981,100.0497183,Loam
23.38002569,21.98879437,5.744117663,87.66898664,Loam
18.81097271,21.27833035,5.889614577,125.084915,Loam
28.18837136,82.60629652,6.287380117,37.01110438,silt
27.31372793,85.44815232,6.568795404,53.15223123,silt
28.44524991,82.67639542,6.684381357,58.18713162,Clay
29.78416743,85.16906976,6.79385576,40.77872823,Clay
28.56212158,83.24855855,6.935804256,56.48265193,Red Soil
17.927806,15.85622899,7.728998197,74.63872762,Loam
20.65691793,15.84572566,7.985417393,65.23811143,black
28.79929247,49.84213387,3.558822825,40.85534718,lime soil
28.09269012,44.93322042,4.895927306,197.1144011,lime soil
16.78791503,24.96881755,5.578410206,75.45328039,lime soil
29.38538562,63.47742011,5.761702519,90.05422663,Loam
19.37101121,15.77458129,6.138243973,85.24819851,silt
27.10606808,89.89593328,6.698574085,37.45680611,Clay
28.70562673,81.59200689,6.705008504,59.87065439,Clay
29.89286629,66.35375127,6.931924963,198.1403003,Red Soil
27.10818093,87.4512669,6.981758362,55.03723979,Red Soil
19.48316794,17.44534641,7.476800943,80.4986291,Loam
17.92845928,14.27327988,7.496645259,85.37378769,Loam
17.81564548,17.60756635,7.714153038,90.82097601,Loam
34.03619494,64.28791388,7.741418772,66.85510868,chalk
27.0956288,42.26206161,8.340398059,71.1271039,clay
30.88883074,52.62696801,8.634929739,55.51932414,clay
25.32688786,63.18180319,9.112771682,32.71129281,silt
28.69841277,61.14754363,9.93509073,65.67591794,silt
27.09400578,43.65305437,3.510404312,41.53749535,lime soil
25.12528913,51.33189406,4.516154055,38.48678973,lime soil
34.53823889,39.04468913,5.617008201,168.5948318,Loam
17.06104474,23.77201471,5.86442953,81.83420522,Loam
18.2872007,16.67921616,6.051091339,74.87445574,sandy
28.36363858,87.59810657,6.320662012,57.99524359,silt
27.82684262,87.16679147,6.389882166,58.37249772,silt
35.95176642,36.52780776,6.418062652,136.0456753,silt
27.01470397,84.34262707,6.635968698,55.296354,silt
30.08545364,69.34811988,6.668238556,67.1367443,Clay
33.64769646,48.41490082,7.066087261,100.4673278,Alluvial
28.36319404,84.8593608,7.140437859,52.93031105,Loam
18.36952567,19.56381041,7.152811172,79.26357665,Loam
25.4123765,49.66474269,7.437078236,31.87416982,Loam
18.89780215,19.76182946,7.4526709,69.09512477,Loam
28.61409059,57.14218792,8.292875734,57.02891698,clay
28.66024187,59.3189118,8.399135958,36.92629678,silt
18.38120357,16.63805158,8.736337905,70.52056697,clay
29.50304807,63.46513414,5.560224583,189.5208915,lime soil
24.92360104,18.22590825,5.582178402,62.7089169,lime soil
36.20970524,31.94550613,5.617122801,191.0658531,Loam
22.8352024,18.97267518,5.683548308,63.59276673,Loam
18.87614998,24.54038287,5.724242065,105.4120514,Loam
22.05592283,19.60379304,5.774755144,126.7265372,Loam
19.73136909,24.89487354,5.819403771,84.06354115,Loam
17.48189735,18.8251973,5.954665349,121.9401369,sandy
29.9145443,85.85384444,6.415459592,41.39081525,silt
20.93175255,18.91295403,6.456148474,78.06910795,silt
29.65296893,88.48587386,6.5304707,56.01913159,silt
31.1006247,44.82069159,7.354286985,70.79934452,Loam
19.95264829,14.82633099,7.786366322,88.6810311,chalk
19.45591848,18.02235902,8.423873703,78.44910564,silt
30.27374995,67.38680755,4.696518678,127.7767134,lime soil
33.18184225,38.23184742,5.864623352,198.8298806,Loam
28.23416057,49.4421345,5.902103172,186.5008581,Loam
26.31051759,61.18749126,6.294130313,35.73403813,silt
28.02952623,84.8845732,6.556372966,36.12042927,silt
25.74095321,45.38497051,7.88118645,67.43488235,black
18.65054116,17.80852431,8.868741443,77.92798682,silt
22.99774444,60.24218572,4.603563116,159.689339,lime soil
35.09357419,30.98685456,5.004074624,116.9106908,lime soil
17.88776475,15.40589717,5.996932037,68.54932919,sandy
29.32379604,45.93248374,6.421748487,165.4113371,silt
28.9973145,83.78911515,6.821747052,59.84499208,Clay
34.89814946,63.59948557,6.97297656,64.72797143,Red Soil
25.65842532,61.18235808,7.22405917,69.28607828,Loam
29.3499706,61.25353851,8.055908858,40.82840673,silt
19.96837462,15.57324389,8.135900726,69.15759062,silt
20.28155898,16.39535215,8.140825437,82.52339655,silt
29.34317422,60.50320928,9.072011412,34.03335472,silt
27.32198928,34.13737127,4.697750704,96.51524028,lime soil
30.43683729,55.20522037,5.261285926,30.92014047,lime soil
36.89163721,62.73178224,5.269084669,163.7266551,lime soil
31.80130272,45.03186173,5.623490043,147.0361442,Loam
19.18572809,20.83398341,5.669236258,80.15293435,Loam
21.59343016,20.31871249,5.811314232,61.13872036,Loam
16.43340342,24.24045875,5.926676985,140.3717815,Loam
31.02215872,45.89239456,6.68727523,53.56783314,Clay
30.41588462,67.66323804,6.74441168,63.02473185,Clay
28.66086349,86.12194568,6.860602782,50.01534317,Clay
29.37687468,57.69622912,6.878498176,38.34303462,Clay
29.46416042,87.60890009,6.978400282,43.15411472,Red Soil
30.38257873,40.5926071,7.115994051,47.95406479,Alluvial
18.59190771,14.77959596,7.168096055,89.60982451,Loam
17.02498456,16.98861173,7.485996067,88.55123143,Loam
25.19857725,60.37332688,6.581313137,70.88787207,silt
20.02381489,16.63294455,6.715587232,68.97806542,Clay
17.22385224,15.82069268,6.129533877,76.57580954,sandy
34.03679184,67.21113844,6.501869314,73.23573601,silt
18.17912258,18.90426935,7.010570541,81.84997529,Alluvial
18.99424448,15.9362937,7.114405288,78.69707199,Alluvial
26.27274407,62.28814857,7.418650668,70.23207557,Loam
19.2582557,14.2804191,7.545258424,65.78042032,Loam
17.47809436,17.93253975,6.761599706,78.92060234,Clay
19.40751744,18.98030507,7.806747656,80.25064637,chalk
19.46233971,15.22538951,7.976607593,74.58565097,black
28.03644051,65.06601664,6.814410928,72.49507741,Clay
20.18649426,19.63719995,7.150681303,78.26039559,Loam
20.67526473,19.85388984,7.599033472,84.78344008,Loam
19.48649305,16.06240074,6.489389282,81.5284269,silt
18.2356751,19.68538502,6.967843048,83.74879344,Red Soil
17.48395377,14.76014523,6.609696734,65.11365631,silt
17.18248372,16.42891834,7.561108006,72.85017344,Loam
30.28496619,61.69295127,6.628264883,65.62859526,silt
25.36586097,66.6379724,7.538631462,65.81655892,Loam
17.43732714,14.33847406,7.861128148,73.0926704,black
19.71098332,17.63879418,6.613072145,85.57925437,silt
28.56840626,61.53278622,7.127064207,63.49726331,Alluvial
18.31561493,15.36143547,7.26311855,81.78710463,Loam
18.65580107,16.17772668,7.863113671,81.70769297,black
27.10053268,63.36085585,6.5408208,73.84949872,silt
